,date,sales,days,day
103,2013-04-14,18499.07499,104,104
104,2013-04-15,15273.94901,105,105
105,2013-04-16,16476.334996,106,106
106,2013-04-17,16576.570968,107,107
107,2013-04-18,14731.399966,108,108
108,2013-04-19,18017.591975,109,109
109,2013-04-20,19941.431024999998,110,110
110,2013-04-21,19526.803,111,111
111,2013-04-22,15155.86497,112,112
112,2013-04-23,15099.199994,113,113
113,2013-04-24,16448.004954,114,114
114,2013-04-25,14354.508025,115,115
115,2013-04-26,18678.605903,116,116
116,2013-04-27,17957.89596,117,117
117,2013-04-28,18906.985956,118,118
118,2013-04-29,15102.675018,119,119
119,2013-04-30,16870.93394,120,120
120,2013-05-01,21064.793944,121,121
121,2013-05-02,18399.034,122,122
122,2013-05-03,21085.02202,123,123
123,2013-05-04,21334.01095,124,124
124,2013-05-05,21989.97404,125,125
125,2013-05-06,17868.49203,126,126
126,2013-05-07,15465.032054,127,127
127,2013-05-08,14854.31599,128,128
128,2013-05-09,14965.96999,129,129
129,2013-05-10,18891.910986,130,130
130,2013-05-11,20946.813036,131,131
131,2013-05-12,14246.843015,132,132
132,2013-05-13,14982.695892,133,133
133,2013-05-14,15192.99811,134,134
134,2013-05-15,15878.294013,135,135
135,2013-05-16,16373.41692,136,136
136,2013-05-17,18402.037025999998,137,137
137,2013-05-18,20054.220047,138,138
138,2013-05-19,19029.091064,139,139
139,2013-05-20,15194.085962,140,140
140,2013-05-21,16634.306991,141,141
141,2013-05-22,14148.871135,142,142
142,2013-05-23,15568.928996,143,143
143,2013-05-24,20833.986014,144,144
144,2013-05-25,20575.82004,145,145
145,2013-05-26,18444.917024000002,146,146
146,2013-05-27,15323.403909999999,147,147
147,2013-05-28,18144.991986,148,148
148,2013-05-29,15844.79897,149,149
149,2013-05-30,15420.575969,150,150
150,2013-05-31,20327.397022,151,151
151,2013-06-01,28456.422029999998,152,152
152,2013-06-02,25027.877,153,153
153,2013-06-03,19716.85903,154,154
154,2013-06-04,18350.871978,155,155
155,2013-06-05,17244.527955,156,156
156,2013-06-06,16004.761931000001,157,157
157,2013-06-07,20386.869,158,158
158,2013-06-08,19468.33008,159,159
159,2013-06-09,19857.89202,160,160
160,2013-06-10,15515.703981,161,161
161,2013-06-11,14296.131949999999,162,162
162,2013-06-12,15591.384975,163,163
163,2013-06-13,15235.783021,164,164
164,2013-06-14,18982.709107,165,165
165,2013-06-15,21373.906966,166,166
166,2013-06-16,17115.878977,167,167
167,2013-06-17,17514.45001,168,168
168,2013-06-18,15982.24395,169,169
169,2013-06-19,18820.019005,170,170
170,2013-06-20,15397.886974,171,171
171,2013-06-21,18643.978013,172,172
172,2013-06-22,18708.385995,173,173
173,2013-06-23,20284.268085,174,174
174,2013-06-24,16097.430008,175,175
175,2013-06-25,15246.809132,176,176
176,2013-06-26,15932.524928,177,177
177,2013-06-27,13827.500995,178,178
178,2013-06-28,18651.696832999998,179,179
179,2013-06-29,22032.042088000002,180,180
180,2013-06-30,20069.60301,181,181
181,2013-07-01,18875.179043,182,182
182,2013-07-02,18188.79202,183,183
183,2013-07-03,19008.51002,184,184
184,2013-07-04,16647.056056,185,185
185,2013-07-05,20404.922044,186,186
186,2013-07-06,20173.531998,187,187
187,2013-07-07,21268.51208,188,188
188,2013-07-08,16597.002991,189,189
189,2013-07-09,17324.77705,190,190
190,2013-07-10,16502.49207,191,191
191,2013-07-11,15124.387999999999,192,192
192,2013-07-12,18547.478124,193,193
193,2013-07-13,20001.033191,194,194
194,2013-07-14,17202.69091,195,195
195,2013-07-15,15758.811975999999,196,196
196,2013-07-16,16217.579004,197,197
197,2013-07-17,15099.188006,198,198
198,2013-07-18,16635.436044,199,199
199,2013-07-19,18733.355004,200,200
200,2013-07-20,18348.884985,201,201
201,2013-07-21,17698.662025,202,202
202,2013-07-22,15380.550024,203,203
203,2013-07-23,14892.461080000001,204,204
204,2013-07-24,15435.366030000001,205,205
205,2013-07-25,14918.856958,206,206
206,2013-07-26,17289.21802,207,207
207,2013-07-27,18323.36595,208,208
208,2013-07-28,16510.967994,209,209
209,2013-07-29,15244.178001,210,210
210,2013-07-30,16794.31901,211,211
211,2013-07-31,17000.667,212,212
212,2013-08-01,18878.77509,213,213
213,2013-08-02,21338.14994,214,214
214,2013-08-03,22819.10799,215,215
215,2013-08-04,19724.747988,216,216
216,2013-08-05,17055.70704,217,217
217,2013-08-06,17785.052038,218,218
218,2013-08-07,15752.001019,219,219
219,2013-08-08,17519.860954,220,220
220,2013-08-09,18493.78592,221,221
221,2013-08-10,16991.75603,222,222
222,2013-08-11,16600.81602,223,223
223,2013-08-12,14398.46998,224,224
224,2013-08-13,14232.00207,225,225
225,2013-08-14,13762.75589,226,226
226,2013-08-15,15297.360964,227,227
227,2013-08-16,19687.681905,228,228
228,2013-08-17,19710.97398,229,229
229,2013-08-18,17839.799978,230,230
230,2013-08-19,15526.755026,231,231
231,2013-08-20,15424.904977,232,232
232,2013-08-21,15136.813963,233,233
233,2013-08-22,16879.805022,234,234
234,2013-08-23,19197.552086,235,235
235,2013-08-24,17649.413992,236,236
236,2013-08-25,18121.178786,237,237
237,2013-08-26,16495.74098,238,238
238,2013-08-27,16818.050015,239,239
239,2013-08-28,15532.881005,240,240
240,2013-08-29,17304.387974,241,241
241,2013-08-30,20090.725013,242,242
242,2013-08-31,21043.245964,243,243
243,2013-09-01,24044.333966,244,244
244,2013-09-02,20541.205008,245,245
245,2013-09-03,17928.741994,246,246
246,2013-09-04,18453.157892,247,247
247,2013-09-05,17044.20206,248,248
248,2013-09-06,21303.486904,249,249
249,2013-09-07,21441.566013,250,250
250,2013-09-08,21016.117016,251,251
251,2013-09-09,16550.219977,252,252
252,2013-09-10,14547.480964,253,253
253,2013-09-11,15232.932896,254,254
254,2013-09-12,16376.136891,255,255
255,2013-09-13,19439.364035,256,256
256,2013-09-14,21650.703994,257,257
257,2013-09-15,20618.779014,258,258
258,2013-09-16,16566.301962,259,259
259,2013-09-17,18191.027955,260,260
260,2013-09-18,15022.041948,261,261
261,2013-09-19,15529.30907,262,262
262,2013-09-20,19698.00605,263,263
263,2013-09-21,19921.992903,264,264
264,2013-09-22,18994.90601,265,265
265,2013-09-23,15816.31297,266,266
266,2013-09-24,16000.94694,267,267
267,2013-09-25,14312.10897,268,268
268,2013-09-26,16198.730864,269,269
269,2013-09-27,18852.070989,270,270
270,2013-09-28,20208.026954,271,271
271,2013-09-29,20649.22999,272,272
272,2013-09-30,16409.310958,273,273
273,2013-10-01,19803.362016,274,274
274,2013-10-02,18815.119995,275,275
275,2013-10-03,20490.72708,276,276
276,2013-10-04,22732.34701,277,277
277,2013-10-05,22155.53698,278,278
278,2013-10-06,22511.28006,279,279
279,2013-10-07,15686.24105,280,280
280,2013-10-08,16021.45997,281,281
281,2013-10-09,17056.205979,282,282
282,2013-10-10,18248.646046,283,283
283,2013-10-11,21387.856001,284,284
284,2013-10-12,18822.842975,285,285
285,2013-10-13,18535.335002,286,286
286,2013-10-14,15814.31098,287,287
287,2013-10-15,16104.436,288,288
288,2013-10-16,17111.546971,289,289
289,2013-10-17,16633.30794,290,290
290,2013-10-18,20357.960021,291,291
291,2013-10-19,21379.789016,292,292
292,2013-10-20,21803.965038,293,293
293,2013-10-21,15373.372005,294,294
294,2013-10-22,16164.208054,295,295
295,2013-10-23,18469.221995,296,296
296,2013-10-24,15626.58699,297,297
297,2013-10-25,20889.95398,298,298
298,2013-10-26,19793.213877000002,299,299
299,2013-10-27,20482.223986,300,300
300,2013-10-28,18261.320942,301,301
301,2013-10-29,15353.60099,302,302
302,2013-10-30,14522.070986,303,303
303,2013-10-31,16070.309015,304,304
304,2013-11-01,22749.323046,305,305
305,2013-11-02,21946.56099,306,306
306,2013-11-03,23282.28497,307,307
307,2013-11-04,18845.13507,308,308
308,2013-11-05,19305.96996,309,309
309,2013-11-06,16128.56094,310,310
310,2013-11-07,18274.506082,311,311
311,2013-11-08,21106.922034,312,312
312,2013-11-09,19806.545984,313,313
313,2013-11-10,22157.07704,314,314
314,2013-11-11,18880.365061,315,315
315,2013-11-12,14224.94802,316,316
316,2013-11-13,15261.04996,317,317
317,2013-11-14,14342.52999,318,318
318,2013-11-15,19403.221978,319,319
319,2013-11-16,19974.664015,320,320
320,2013-11-17,21310.462001,321,321
321,2013-11-18,20023.146022,322,322
322,2013-11-19,14920.881002,323,323
323,2013-11-20,16808.51382,324,324
324,2013-11-21,14653.522006,325,325
325,2013-11-22,19435.884998,326,326
326,2013-11-23,19211.551946,327,327
327,2013-11-24,20667.770128,328,328
328,2013-11-25,16642.821997,329,329
329,2013-11-26,15571.096,330,330
330,2013-11-27,14013.44401,331,331
331,2013-11-28,15395.414005,332,332
332,2013-11-29,19418.192044,333,333
333,2013-11-30,20540.249908,334,334
334,2013-12-01,24265.92999,335,335
335,2013-12-02,18870.48498,336,336
336,2013-12-03,18005.06099,337,337
337,2013-12-04,15734.91198,338,338
338,2013-12-05,16423.913996,339,339
339,2013-12-06,21079.01601,340,340
340,2013-12-07,22049.152885,341,341
341,2013-12-08,20651.700954,342,342
342,2013-12-09,16767.425033,343,343
343,2013-12-10,16208.379962,344,344
344,2013-12-11,15587.374004,345,345
345,2013-12-12,14416.034953,346,346
346,2013-12-13,20712.179973,347,347
347,2013-12-14,19269.329958000002,348,348
348,2013-12-15,20710.732985,349,349
349,2013-12-16,17780.56508,350,350
350,2013-12-17,16648.826002,351,351
351,2013-12-18,16309.349011,352,352
352,2013-12-19,16951.566996,353,353
353,2013-12-20,18051.64801,354,354
354,2013-12-21,18237.015968,355,355
355,2013-12-22,19642.391,356,356
356,2013-12-23,21717.93492,357,357
357,2013-12-24,15225.998985,358,358
358,2013-12-26,18600.214167,359,359
359,2013-12-27,20448.100022,360,360
360,2013-12-28,18570.781941,361,361
361,2013-12-29,17502.80295,362,362
362,2013-12-30,19620.856894,363,363
363,2013-12-31,14688.788952,364,364
364,2014-01-01,160.15699999999998,365,365
365,2014-01-02,22638.66896,366,366
366,2014-01-03,21844.179919000002,367,367
367,2014-01-04,20992.58384,368,368
368,2014-01-05,14491.458,369,369
369,2014-01-06,9405.404009,370,370
370,2014-01-07,12234.52503,371,371
371,2014-01-08,14573.981027,372,372
372,2014-01-09,14578.120462,373,373
373,2014-01-10,19006.105551,374,374
374,2014-01-11,18356.032832,375,375
375,2014-01-12,17582.094934,376,376
376,2014-01-13,12867.852028,377,377
377,2014-01-14,15337.186009000001,378,378
378,2014-01-15,14987.967961,379,379
379,2014-01-16,16345.380097,380,380
380,2014-01-17,20495.34783,381,381
381,2014-01-18,19913.986005,382,382
382,2014-01-19,18248.908116,383,383
383,2014-01-20,13485.701,384,384
384,2014-01-21,15104.921984,385,385
385,2014-01-22,14311.029008,386,386
386,2014-01-23,15396.895738000001,387,387
387,2014-01-24,19517.445815,388,388
388,2014-01-25,18285.729005,389,389
389,2014-01-26,18432.592952,390,390
390,2014-01-27,13560.089001,391,391
391,2014-01-28,13137.904919999999,392,392
392,2014-01-29,12908.370028,393,393
393,2014-01-30,13204.857023,394,394
394,2014-01-31,18870.904128000002,395,395
395,2014-02-01,21080.46802,396,396
396,2014-02-02,18867.258096,397,397
397,2014-02-03,13872.913926000001,398,398
398,2014-02-04,15425.253955,399,399
399,2014-02-05,15373.603971,400,400
400,2014-02-06,14868.563,401,401
401,2014-02-07,18831.674024,402,402
402,2014-02-08,18690.79097,403,403
403,2014-02-09,16945.311019,404,404
404,2014-02-10,13798.609046,405,405
405,2014-02-11,14430.991,406,406
406,2014-02-12,14882.267967,407,407
407,2014-02-13,14793.541695,408,408
408,2014-02-14,18305.81158,409,409
409,2014-02-15,19765.676931,410,410
410,2014-02-16,19527.286,411,411
411,2014-02-17,16855.00796,412,412
412,2014-02-18,15642.25595,413,413
413,2014-02-19,14649.857998,414,414
414,2014-02-20,14534.6451,415,415
415,2014-02-21,21485.485199,416,416
416,2014-02-22,22178.166044,417,417
417,2014-02-23,18860.75089,418,418
418,2014-02-24,16208.63105,419,419
419,2014-02-25,14775.326042,420,420
420,2014-02-26,14236.87198,421,421
421,2014-02-27,13669.952867,422,422
422,2014-02-28,20377.469121,423,423
423,2014-03-01,22432.974001,424,424
424,2014-03-02,17531.63998,425,425
425,2014-03-03,16593.45295,426,426
426,2014-03-04,18726.591992,427,427
427,2014-03-05,17938.62395,428,428
428,2014-03-06,18409.20788,429,429
429,2014-03-07,20761.422691,430,430
430,2014-03-08,19950.690965,431,431
431,2014-03-09,22034.91997,432,432
432,2014-03-10,15998.822102,433,433
433,2014-03-11,15318.915989000001,434,434
434,2014-03-12,14688.281002,435,435
435,2014-03-13,15185.263956,436,436
436,2014-03-14,20243.843184,437,437
437,2014-03-15,19222.740996,438,438
438,2014-03-16,22006.152946000002,439,439
439,2014-03-17,16907.63997,440,440
440,2014-03-18,14549.273995,441,441
441,2014-03-19,15124.318985,442,442
442,2014-03-20,15315.238916,443,443
443,2014-03-21,20117.787982,444,444
444,2014-03-22,19472.007986,445,445
445,2014-03-23,20580.889135,446,446
446,2014-03-24,16055.57895,447,447
447,2014-03-25,13759.65795,448,448
448,2014-03-26,14801.351005,449,449
449,2014-03-27,14029.817228,450,450
450,2014-03-28,20710.24838,451,451
451,2014-03-29,20302.119882,452,452
452,2014-03-30,20937.736191,453,453
453,2014-03-31,17723.65491,454,454
454,2014-04-01,18903.887982,455,455
455,2014-04-02,18406.135092,456,456
456,2014-04-03,16227.38043,457,457
457,2014-04-04,22534.385375,458,458
458,2014-04-05,22752.249069999998,459,459
459,2014-04-06,21415.033938,460,460
460,2014-04-07,17204.566994,461,461
461,2014-04-08,14689.37501,462,462
462,2014-04-09,14268.96199,463,463
463,2014-04-10,13880.31746,464,464
464,2014-04-11,18986.036505,465,465
465,2014-04-12,18197.66803,466,466
466,2014-04-13,17011.451035,467,467
467,2014-04-14,13635.973006,468,468
468,2014-04-15,12426.71101,469,469
469,2014-04-16,12205.81998,470,470
470,2014-04-17,11620.44622,471,471
471,2014-04-18,12306.303764,472,472
472,2014-04-19,16962.921036,473,473
473,2014-04-20,17234.45797,474,474
474,2014-04-21,15838.53101,475,475
475,2014-04-22,14304.645986,476,476
476,2014-04-23,14829.584001,477,477
477,2014-04-24,14194.646420000001,478,478
478,2014-04-25,19917.917591,479,479
479,2014-04-26,18166.182956,480,480
480,2014-04-27,19264.32501,481,481
481,2014-04-28,14524.01402,482,482
482,2014-04-29,13699.389016,483,483
483,2014-04-30,14621.733976,484,484
484,2014-05-01,21562.077495999998,485,485
485,2014-05-02,25417.610285,486,486
486,2014-05-03,23009.862901,487,487
487,2014-05-04,22620.887855,488,488
488,2014-05-05,16733.85997,489,489
489,2014-05-06,14984.70398,490,490
490,2014-05-07,16063.147956,491,491
491,2014-05-08,14630.884653000001,492,492
492,2014-05-09,21237.804133999998,493,493
493,2014-05-10,23167.25821,494,494
494,2014-05-11,14513.799,495,495
495,2014-05-12,14885.73495,496,496
496,2014-05-13,14544.73601,497,497
497,2014-05-14,14532.887979000001,498,498
498,2014-05-15,14327.298573,499,499
499,2014-05-16,20383.857767,500,500
500,2014-05-17,18506.518071,501,501
501,2014-05-18,21141.67795,502,502
502,2014-05-19,14800.923982,503,503
503,2014-05-20,13889.679015,504,504
504,2014-05-21,14264.959022000001,505,505
505,2014-05-22,14230.37732,506,506
506,2014-05-23,19582.039386,507,507
507,2014-05-24,19591.138906,508,508
508,2014-05-25,20130.35703,509,509
509,2014-05-26,14222.368046,510,510
510,2014-05-27,13442.424019,511,511
511,2014-05-28,13954.406044,512,512
512,2014-05-29,14186.152448,513,513
513,2014-05-30,21093.691686,514,514
514,2014-05-31,21938.307974,515,515
515,2014-06-01,25434.56808,516,516
516,2014-06-02,18932.312982,517,517
517,2014-06-03,17467.38897,518,518
518,2014-06-04,16881.05894,519,519
519,2014-06-05,16385.04526,520,520
520,2014-06-06,23139.182721999998,521,521
521,2014-06-07,20785.97498,522,522
522,2014-06-08,21397.27792,523,523
523,2014-06-09,16172.14002,524,524
524,2014-06-10,14042.104956,525,525
525,2014-06-11,15423.752075,526,526
526,2014-06-12,15001.225384,527,527
527,2014-06-13,24264.288925,528,528
528,2014-06-14,24307.153914,529,529
529,2014-06-15,16656.43297,530,530
530,2014-06-16,18089.707004,531,531
531,2014-06-17,16682.49004,532,532
532,2014-06-18,14947.82804,533,533
533,2014-06-19,16596.758007,534,534
534,2014-06-20,23100.885627,535,535
535,2014-06-21,20300.7661,536,536
536,2014-06-22,20925.933022,537,537
537,2014-06-23,15032.916932,538,538
538,2014-06-24,14129.523000000001,539,539
539,2014-06-25,14311.180035,540,540
540,2014-06-26,14077.193006,541,541
541,2014-06-27,23136.459754,542,542
542,2014-06-28,19054.031,543,543
543,2014-06-29,19338.725994,544,544
544,2014-06-30,16036.660134,545,545
545,2014-07-01,18531.64993,546,546
546,2014-07-02,19186.5529,547,547
547,2014-07-03,17407.11882,548,548
548,2014-07-04,22415.33989,549,549
549,2014-07-05,20456.085035,550,550
550,2014-07-06,21521.181881,551,551
551,2014-07-07,17148.055028,552,552
552,2014-07-08,14715.76201,553,553
553,2014-07-09,14745.731971,554,554
554,2014-07-10,15225.430036,555,555
555,2014-07-11,21123.683308,556,556
556,2014-07-12,20055.89201,557,557
557,2014-07-13,18437.081977,558,558
558,2014-07-14,14253.059992,559,559
559,2014-07-15,14962.871002,560,560
560,2014-07-16,15978.559034,561,561
561,2014-07-17,15570.28802,562,562
562,2014-07-18,22207.804072,563,563
563,2014-07-19,18989.22912,564,564
564,2014-07-20,18184.212006,565,565
565,2014-07-21,16080.096965,566,566
566,2014-07-22,13576.261006,567,567
567,2014-07-23,15384.774048,568,568
568,2014-07-24,15065.107996,569,569
569,2014-07-25,22175.161002,570,570
570,2014-07-26,18155.436997,571,571
571,2014-07-27,18031.55496,572,572
572,2014-07-28,14900.288011,573,573
573,2014-07-29,14195.846961,574,574
574,2014-07-30,13705.200997,575,575
575,2014-07-31,16612.893044,576,576
576,2014-08-01,25606.70501,577,577
577,2014-08-02,23381.59402,578,578
578,2014-08-03,22632.96899,579,579
579,2014-08-04,16555.107993999998,580,580
580,2014-08-05,15733.918034,581,581
581,2014-08-06,16884.578978,582,582
582,2014-08-07,16040.715979999999,583,583
583,2014-08-08,22721.74297,584,584
584,2014-08-09,17867.22891,585,585
585,2014-08-10,17567.59801,586,586
586,2014-08-11,15176.836007,587,587
587,2014-08-12,13395.55806,588,588
588,2014-08-13,15408.435991999999,589,589
589,2014-08-14,15497.350014,590,590
590,2014-08-15,23154.040016,591,591
591,2014-08-16,19557.050052,592,592
592,2014-08-17,19664.918976,593,593
593,2014-08-18,16785.68991,594,594
594,2014-08-19,14973.375992,595,595
595,2014-08-20,15955.985,596,596
596,2014-08-21,15353.10898,597,597
597,2014-08-22,22225.113374,598,598
598,2014-08-23,18129.310025,599,599
599,2014-08-24,19379.780981,600,600
600,2014-08-25,15550.534,601,601
601,2014-08-26,14698.52399,602,602
602,2014-08-27,14477.729036,603,603
603,2014-08-28,14884.674,604,604
604,2014-08-29,21923.328,605,605
605,2014-08-30,20065.15083,606,606
606,2014-08-31,22367.207,607,607
607,2014-09-01,22493.806004,608,608
608,2014-09-02,18584.347012,609,609
609,2014-09-03,18517.75999,610,610
610,2014-09-04,17947.699156,611,611
611,2014-09-05,24410.665810000002,612,612
612,2014-09-06,22890.04407,613,613
613,2014-09-07,23846.312108,614,614
614,2014-09-08,17196.45104,615,615
615,2014-09-09,15297.758006,616,616
616,2014-09-10,16357.64803,617,617
617,2014-09-11,15061.98501,618,618
618,2014-09-12,21294.217879,619,619
619,2014-09-13,19095.007985,620,620
620,2014-09-14,20533.10311,621,621
621,2014-09-15,15914.412978,622,622
622,2014-09-16,16215.505,623,623
623,2014-09-17,16382.603144,624,624
624,2014-09-18,15922.070026,625,625
625,2014-09-19,22216.912855,626,626
626,2014-09-20,21528.88301,627,627
627,2014-09-21,21510.87495,628,628
628,2014-09-22,15442.412966,629,629
629,2014-09-23,15267.737954,630,630
630,2014-09-24,15402.99899,631,631
631,2014-09-25,14617.636046,632,632
632,2014-09-26,20138.903022,633,633
633,2014-09-27,19583.331063999998,634,634
634,2014-09-28,21433.89887,635,635
635,2014-09-29,15405.570975,636,636
636,2014-09-30,15882.324996,637,637
637,2014-10-01,20108.36199,638,638
638,2014-10-02,18923.412028,639,639
639,2014-10-03,25427.793966,640,640
640,2014-10-04,23475.11982,641,641
641,2014-10-05,23364.41999,642,642
642,2014-10-06,15706.011048,643,643
643,2014-10-07,15465.933019,644,644
644,2014-10-08,15262.587043,645,645
645,2014-10-09,15828.867056000001,646,646
646,2014-10-10,24134.965981,647,647
647,2014-10-11,18938.39304,648,648
648,2014-10-12,20129.22788,649,649
649,2014-10-13,15978.201968,650,650
650,2014-10-14,15200.649965999999,651,651
651,2014-10-15,15668.11496,652,652
652,2014-10-16,17520.886,653,653
653,2014-10-17,21537.37705,654,654
654,2014-10-18,20698.655014,655,655
655,2014-10-19,22567.404006,656,656
656,2014-10-20,16504.878912,657,657
657,2014-10-21,15017.940988,658,658
658,2014-10-22,15151.90303,659,659
659,2014-10-23,15517.359964,660,660
660,2014-10-24,21171.26906,661,661
661,2014-10-25,19344.57588,662,662
662,2014-10-26,21147.863989999998,663,663
663,2014-10-27,15126.34608,664,664
664,2014-10-28,14072.465945,665,665
665,2014-10-29,15083.149046,666,666
666,2014-10-30,13895.987094,667,667
667,2014-10-31,21386.097892,668,668
668,2014-11-01,22084.772857,669,669
669,2014-11-02,18692.857004,670,670
670,2014-11-03,22307.48801,671,671
671,2014-11-04,16609.986,672,672
672,2014-11-05,16532.959038,673,673
673,2014-11-06,16869.374,674,674
674,2014-11-07,21571.223989000002,675,675
675,2014-11-08,19665.211037,676,676
676,2014-11-09,19772.207014,677,677
677,2014-11-10,11969.502012,678,678
678,2014-11-11,14075.193,679,679
679,2014-11-12,13596.78297,680,680
680,2014-11-13,13830.696001,681,681
681,2014-11-14,19767.171,682,682
682,2014-11-15,19072.260022,683,683
683,2014-11-16,20975.191006,684,684
684,2014-11-17,13067.178996999999,685,685
685,2014-11-18,13761.551954,686,686
686,2014-11-19,13329.450016,687,687
687,2014-11-20,15272.020982,688,688
688,2014-11-21,19729.785994,689,689
689,2014-11-22,18287.18101,690,690
690,2014-11-23,18907.159988,691,691
691,2014-11-24,11207.854982,692,692
692,2014-11-25,12420.06599,693,693
693,2014-11-26,13413.792993000001,694,694
694,2014-11-27,12903.261037,695,695
695,2014-11-28,19934.3181,696,696
696,2014-11-29,19762.452999999998,697,697
697,2014-11-30,22436.41287,698,698
698,2014-12-01,17602.606964,699,699
699,2014-12-02,17010.481986,700,700
700,2014-12-03,16708.266004,701,701
701,2014-12-04,15786.640019999999,702,702
702,2014-12-05,21296.426991,703,703
703,2014-12-06,19873.66499,704,704
704,2014-12-07,22835.122115000002,705,705
705,2014-12-08,17858.377009,706,706
706,2014-12-09,15482.15099,707,707
707,2014-12-10,15146.20402,708,708
708,2014-12-11,14580.014999,709,709
709,2014-12-12,20284.958949,710,710
710,2014-12-13,17816.568952,711,711
711,2014-12-14,20052.83604,712,712
712,2014-12-15,16268.265969,713,713
713,2014-12-16,15927.252018,714,714
714,2014-12-17,16457.608975,715,715
715,2014-12-18,15857.011986,716,716
716,2014-12-19,20464.99698,717,717
717,2014-12-20,17477.111986,718,718
718,2014-12-21,20353.35201,719,719
719,2014-12-22,18753.90995,720,720
720,2014-12-23,18325.221906,721,721
721,2014-12-24,14017.62201,722,722
722,2014-12-26,22258.52294,723,723
723,2014-12-27,16897.36996,724,724
724,2014-12-28,15900.347962,725,725
725,2014-12-29,15799.152026,726,726
726,2014-12-30,19309.15697,727,727
727,2014-12-31,14764.529961,728,728
728,2015-01-01,479.767,729,729
729,2015-01-02,24370.203999,730,730
730,2015-01-03,21044.533846000002,731,731
731,2015-01-04,22198.505007,732,732
