,date,sales,days,day
66,2013-03-08,51941.0,67,67
67,2013-03-09,78980.0,68,68
68,2013-03-10,78363.0,69,69
69,2013-03-11,50501.0,70,70
70,2013-03-12,42810.0,71,71
71,2013-03-13,45023.0,72,72
72,2013-03-14,39000.0,73,73
73,2013-03-15,50897.0,74,74
74,2013-03-16,76480.0,75,75
75,2013-03-17,82922.0,76,76
76,2013-03-18,47279.0,77,77
77,2013-03-19,42741.0,78,78
78,2013-03-20,47078.0,79,79
79,2013-03-21,38349.0,80,80
80,2013-03-22,50035.0,81,81
81,2013-03-23,75968.0,82,82
82,2013-03-24,75445.0,83,83
83,2013-03-25,49999.0,84,84
84,2013-03-26,42925.0,85,85
85,2013-03-27,48816.0,86,86
86,2013-03-28,55021.0,87,87
87,2013-03-29,61859.0,88,88
88,2013-03-30,76877.0,89,89
89,2013-03-31,77181.0,90,90
90,2013-04-01,60003.0,91,91
91,2013-04-02,54001.0,92,92
92,2013-04-03,55428.0,93,93
93,2013-04-04,46133.0,94,94
94,2013-04-05,54537.0,95,95
95,2013-04-06,85635.0,96,96
96,2013-04-07,85682.0,97,97
97,2013-04-08,52047.0,98,98
98,2013-04-09,47664.0,99,99
99,2013-04-10,49143.0,100,100
100,2013-04-11,47706.0,101,101
101,2013-04-12,55103.0,102,102
102,2013-04-13,78856.0,103,103
103,2013-04-14,81527.0,104,104
104,2013-04-15,52278.0,105,105
105,2013-04-16,50665.0,106,106
106,2013-04-17,48816.0,107,107
107,2013-04-18,41733.0,108,108
108,2013-04-19,51501.0,109,109
109,2013-04-20,76492.0,110,110
110,2013-04-21,77845.0,111,111
111,2013-04-22,47858.0,112,112
112,2013-04-23,43351.0,113,113
113,2013-04-24,47338.0,114,114
114,2013-04-25,42482.0,115,115
115,2013-04-26,51952.0,116,116
116,2013-04-27,78796.0,117,117
117,2013-04-28,83114.0,118,118
118,2013-04-29,48706.0,119,119
119,2013-04-30,46729.0,120,120
120,2013-05-01,75080.0,121,121
121,2013-05-02,51235.0,122,122
122,2013-05-03,56825.0,123,123
123,2013-05-04,82517.0,124,124
124,2013-05-05,91697.0,125,125
125,2013-05-06,53947.0,126,126
126,2013-05-07,45921.0,127,127
127,2013-05-08,48987.0,128,128
128,2013-05-09,44287.0,129,129
129,2013-05-10,51200.0,130,130
130,2013-05-11,86983.0,131,131
131,2013-05-12,69816.0,132,132
132,2013-05-13,58821.0,133,133
133,2013-05-14,48364.0,134,134
134,2013-05-15,49711.0,135,135
135,2013-05-16,46763.0,136,136
136,2013-05-17,54176.0,137,137
137,2013-05-18,83246.0,138,138
138,2013-05-19,89043.0,139,139
139,2013-05-20,51120.0,140,140
140,2013-05-21,42483.0,141,141
141,2013-05-22,47331.0,142,142
142,2013-05-23,47751.0,143,143
143,2013-05-24,64927.0,144,144
144,2013-05-25,69931.0,145,145
145,2013-05-26,72833.0,146,146
146,2013-05-27,50146.0,147,147
147,2013-05-28,44066.0,148,148
148,2013-05-29,47215.0,149,149
149,2013-05-30,48103.0,150,150
150,2013-05-31,49598.0,151,151
151,2013-06-01,86125.0,152,152
152,2013-06-02,99473.0,153,153
153,2013-06-03,60558.0,154,154
154,2013-06-04,52366.0,155,155
155,2013-06-05,50992.0,156,156
156,2013-06-06,44398.0,157,157
157,2013-06-07,56405.0,158,158
158,2013-06-08,74530.0,159,159
159,2013-06-09,86963.0,160,160
160,2013-06-10,54805.0,161,161
161,2013-06-11,42173.0,162,162
162,2013-06-12,49476.0,163,163
163,2013-06-13,46522.0,164,164
164,2013-06-14,50898.0,165,165
165,2013-06-15,84062.0,166,166
166,2013-06-16,75603.0,167,167
167,2013-06-17,59394.0,168,168
168,2013-06-18,48662.0,169,169
169,2013-06-19,48518.0,170,170
170,2013-06-20,44751.0,171,171
171,2013-06-21,50770.0,172,172
172,2013-06-22,77716.0,173,173
173,2013-06-23,86616.0,174,174
174,2013-06-24,51104.0,175,175
175,2013-06-25,46937.0,176,176
176,2013-06-26,44572.0,177,177
177,2013-06-27,41123.0,178,178
178,2013-06-28,50383.0,179,179
179,2013-06-29,81171.0,180,180
180,2013-06-30,82040.0,181,181
181,2013-07-01,59242.0,182,182
182,2013-07-02,51657.0,183,183
183,2013-07-03,48573.0,184,184
184,2013-07-04,45862.0,185,185
185,2013-07-05,50122.0,186,186
186,2013-07-06,73381.0,187,187
187,2013-07-07,74622.0,188,188
188,2013-07-08,49749.0,189,189
189,2013-07-09,44552.0,190,190
190,2013-07-10,43514.0,191,191
191,2013-07-11,41232.0,192,192
192,2013-07-12,45887.0,193,193
193,2013-07-13,70748.0,194,194
194,2013-07-14,69213.0,195,195
195,2013-07-15,49598.0,196,196
196,2013-07-16,46321.0,197,197
197,2013-07-17,45976.0,198,198
198,2013-07-18,42989.0,199,199
199,2013-07-19,48246.0,200,200
200,2013-07-20,71138.0,201,201
201,2013-07-21,69215.0,202,202
202,2013-07-22,48706.0,203,203
203,2013-07-23,44403.0,204,204
204,2013-07-24,44631.0,205,205
205,2013-07-25,45525.0,206,206
206,2013-07-26,52763.0,207,207
207,2013-07-27,71689.0,208,208
208,2013-07-28,70958.0,209,209
209,2013-07-29,48547.0,210,210
210,2013-07-30,45568.0,211,211
211,2013-07-31,49838.0,212,212
212,2013-08-01,58832.0,213,213
213,2013-08-02,58105.0,214,214
214,2013-08-03,76600.0,215,215
215,2013-08-04,78674.0,216,216
216,2013-08-05,55964.0,217,217
217,2013-08-06,48861.0,218,218
218,2013-08-07,51750.0,219,219
219,2013-08-08,45223.0,220,220
220,2013-08-09,56994.0,221,221
221,2013-08-10,72429.0,222,222
222,2013-08-11,71491.0,223,223
223,2013-08-12,51037.0,224,224
224,2013-08-13,48492.0,225,225
225,2013-08-14,47806.0,226,226
226,2013-08-15,45997.0,227,227
227,2013-08-16,59161.0,228,228
228,2013-08-17,73632.0,229,229
229,2013-08-18,75026.0,230,230
230,2013-08-19,54829.0,231,231
231,2013-08-20,50801.0,232,232
232,2013-08-21,49485.0,233,233
233,2013-08-22,50756.0,234,234
234,2013-08-23,51997.0,235,235
235,2013-08-24,67660.0,236,236
236,2013-08-25,71594.0,237,237
237,2013-08-26,51180.0,238,238
238,2013-08-27,48908.0,239,239
239,2013-08-28,48631.0,240,240
240,2013-08-29,45340.0,241,241
241,2013-08-30,58691.0,242,242
242,2013-08-31,84981.0,243,243
243,2013-09-01,103265.0,244,244
244,2013-09-02,69338.0,245,245
245,2013-09-03,58184.0,246,246
246,2013-09-04,56818.0,247,247
247,2013-09-05,49568.0,248,248
248,2013-09-06,52021.0,249,249
249,2013-09-07,85849.0,250,250
250,2013-09-08,93549.0,251,251
251,2013-09-09,57483.0,252,252
252,2013-09-10,46900.0,253,253
253,2013-09-11,50787.0,254,254
254,2013-09-12,45213.0,255,255
255,2013-09-13,53085.0,256,256
256,2013-09-14,82022.0,257,257
257,2013-09-15,92721.0,258,258
258,2013-09-16,58940.0,259,259
259,2013-09-17,51380.0,260,260
260,2013-09-18,49395.0,261,261
261,2013-09-19,43939.0,262,262
262,2013-09-20,53457.0,263,263
263,2013-09-21,85674.0,264,264
264,2013-09-22,92535.0,265,265
265,2013-09-23,58727.0,266,266
266,2013-09-24,47315.0,267,267
267,2013-09-25,52627.0,268,268
268,2013-09-26,45533.0,269,269
269,2013-09-27,53837.0,270,270
270,2013-09-28,81683.0,271,271
271,2013-09-29,86186.0,272,272
272,2013-09-30,50122.0,273,273
273,2013-10-01,60321.0,274,274
274,2013-10-02,59689.0,275,275
275,2013-10-03,52196.0,276,276
276,2013-10-04,58243.0,277,277
277,2013-10-05,87728.0,278,278
278,2013-10-06,91453.0,279,279
279,2013-10-07,58456.0,280,280
280,2013-10-08,51219.0,281,281
281,2013-10-09,50572.0,282,282
282,2013-10-10,50737.0,283,283
283,2013-10-11,69524.0,284,284
284,2013-10-12,70580.0,285,285
285,2013-10-13,81370.0,286,286
286,2013-10-14,52081.0,287,287
287,2013-10-15,44504.0,288,288
288,2013-10-16,49900.0,289,289
289,2013-10-17,44072.0,290,290
290,2013-10-18,51057.0,291,291
291,2013-10-19,80806.0,292,292
292,2013-10-20,90794.0,293,293
293,2013-10-21,53253.0,294,294
294,2013-10-22,42987.0,295,295
295,2013-10-23,48435.0,296,296
296,2013-10-24,43362.0,297,297
297,2013-10-25,51872.0,298,298
298,2013-10-26,76303.0,299,299
299,2013-10-27,88675.0,300,300
300,2013-10-28,54626.0,301,301
301,2013-10-29,48415.0,302,302
302,2013-10-30,47144.0,303,303
303,2013-10-31,44981.0,304,304
304,2013-11-01,60038.0,305,305
305,2013-11-02,85721.0,306,306
306,2013-11-03,97066.0,307,307
307,2013-11-04,61172.0,308,308
308,2013-11-05,53889.0,309,309
309,2013-11-06,55177.0,310,310
310,2013-11-07,48297.0,311,311
311,2013-11-08,55735.0,312,312
312,2013-11-09,83121.0,313,313
313,2013-11-10,96165.0,314,314
314,2013-11-11,56988.0,315,315
315,2013-11-12,51700.0,316,316
316,2013-11-13,49737.0,317,317
317,2013-11-14,43748.0,318,318
318,2013-11-15,57886.0,319,319
319,2013-11-16,86253.0,320,320
320,2013-11-17,95914.0,321,321
321,2013-11-18,56867.0,322,322
322,2013-11-19,48933.0,323,323
323,2013-11-20,50178.0,324,324
324,2013-11-21,46136.0,325,325
325,2013-11-22,52719.0,326,326
326,2013-11-23,78307.0,327,327
327,2013-11-24,88883.0,328,328
328,2013-11-25,54032.0,329,329
329,2013-11-26,45566.0,330,330
330,2013-11-27,49371.0,331,331
331,2013-11-28,48532.0,332,332
332,2013-11-29,53854.0,333,333
333,2013-11-30,83454.0,334,334
334,2013-12-01,110068.0,335,335
335,2013-12-02,69163.0,336,336
336,2013-12-03,57259.0,337,337
337,2013-12-04,55770.0,338,338
338,2013-12-05,54490.0,339,339
339,2013-12-06,67538.0,340,340
340,2013-12-07,81986.0,341,341
341,2013-12-08,88714.0,342,342
342,2013-12-09,57522.0,343,343
343,2013-12-10,54913.0,344,344
344,2013-12-11,59185.0,345,345
345,2013-12-12,53054.0,346,346
346,2013-12-13,64038.0,347,347
347,2013-12-14,86129.0,348,348
348,2013-12-15,100122.0,349,349
349,2013-12-16,67450.0,350,350
350,2013-12-17,61175.0,351,351
351,2013-12-18,63989.0,352,352
352,2013-12-19,62692.0,353,353
353,2013-12-20,70487.0,354,354
354,2013-12-21,91862.0,355,355
355,2013-12-22,89825.0,356,356
356,2013-12-23,87598.0,357,357
357,2013-12-24,85329.0,358,358
358,2013-12-26,73168.0,359,359
359,2013-12-27,77409.0,360,360
360,2013-12-28,88614.0,361,361
361,2013-12-29,78396.0,362,362
362,2013-12-30,96102.0,363,363
363,2013-12-31,92017.0,364,364
364,2014-01-01,2175.0,365,365
365,2014-01-02,172933.0,366,366
366,2014-01-03,146684.0,367,367
367,2014-01-04,213643.0,368,368
368,2014-01-05,222012.0,369,369
369,2014-01-06,134433.0,370,370
370,2014-01-07,116379.0,371,371
371,2014-01-08,126533.0,372,372
372,2014-01-09,104418.0,373,373
373,2014-01-10,109869.0,374,374
374,2014-01-11,176562.0,375,375
375,2014-01-12,200931.0,376,376
376,2014-01-13,124033.0,377,377
377,2014-01-14,107893.0,378,378
378,2014-01-15,115098.0,379,379
379,2014-01-16,107782.0,380,380
380,2014-01-17,116932.0,381,381
381,2014-01-18,178318.0,382,382
382,2014-01-19,205070.0,383,383
383,2014-01-20,124204.0,384,384
384,2014-01-21,119075.0,385,385
385,2014-01-22,113548.0,386,386
386,2014-01-23,98744.0,387,387
387,2014-01-24,114525.0,388,388
388,2014-01-25,167344.0,389,389
389,2014-01-26,191848.0,390,390
390,2014-01-27,118252.0,391,391
391,2014-01-28,101178.0,392,392
392,2014-01-29,100613.0,393,393
393,2014-01-30,95195.0,394,394
394,2014-01-31,119574.0,395,395
395,2014-02-01,100164.0,396,396
396,2014-02-02,96461.0,397,397
397,2014-02-03,67515.0,398,398
398,2014-02-04,56493.0,399,399
399,2014-02-05,55108.0,400,400
400,2014-02-06,55583.0,401,401
401,2014-02-07,62398.0,402,402
402,2014-02-08,87731.0,403,403
403,2014-02-09,85094.0,404,404
404,2014-02-10,60158.0,405,405
405,2014-02-11,54697.0,406,406
406,2014-02-12,62369.0,407,407
407,2014-02-13,55169.0,408,408
408,2014-02-14,61813.0,409,409
409,2014-02-15,96266.0,410,410
410,2014-02-16,104233.0,411,411
411,2014-02-17,67389.0,412,412
412,2014-02-18,57416.0,413,413
413,2014-02-19,57453.0,414,414
414,2014-02-20,50574.0,415,415
415,2014-02-21,57279.0,416,416
416,2014-02-22,92987.0,417,417
417,2014-02-23,83233.0,418,418
418,2014-02-24,60921.0,419,419
419,2014-02-25,50556.0,420,420
420,2014-02-26,55459.0,421,421
421,2014-02-27,50568.0,422,422
422,2014-02-28,71666.0,423,423
423,2014-03-01,203637.0,424,424
424,2014-03-02,146383.0,425,425
425,2014-03-03,135327.0,426,426
426,2014-03-04,168606.0,427,427
427,2014-03-05,149664.0,428,428
428,2014-03-06,128954.0,429,429
429,2014-03-07,125245.0,430,430
430,2014-03-08,167501.0,431,431
431,2014-03-09,207153.0,432,432
432,2014-03-10,125074.0,433,433
433,2014-03-11,113425.0,434,434
434,2014-03-12,113369.0,435,435
435,2014-03-13,100040.0,436,436
436,2014-03-14,111076.0,437,437
437,2014-03-15,162692.0,438,438
438,2014-03-16,216993.0,439,439
439,2014-03-17,131748.0,440,440
440,2014-03-18,113236.0,441,441
441,2014-03-19,116925.0,442,442
442,2014-03-20,104708.0,443,443
443,2014-03-21,116080.0,444,444
444,2014-03-22,173506.0,445,445
445,2014-03-23,196142.0,446,446
446,2014-03-24,123713.0,447,447
447,2014-03-25,111921.0,448,448
448,2014-03-26,113414.0,449,449
449,2014-03-27,102039.0,450,450
450,2014-03-28,117243.0,451,451
451,2014-03-29,187439.0,452,452
452,2014-03-30,204049.0,453,453
453,2014-03-31,142892.0,454,454
454,2014-04-01,69603.0,455,455
455,2014-04-02,67563.0,456,456
456,2014-04-03,57799.0,457,457
457,2014-04-04,69815.0,458,458
458,2014-04-05,105006.0,459,459
459,2014-04-06,108684.0,460,460
460,2014-04-07,66624.0,461,461
461,2014-04-08,58574.0,462,462
462,2014-04-09,59827.0,463,463
463,2014-04-10,54230.0,464,464
464,2014-04-11,66332.0,465,465
465,2014-04-12,98408.0,466,466
466,2014-04-13,96119.0,467,467
467,2014-04-14,59960.0,468,468
468,2014-04-15,56390.0,469,469
469,2014-04-16,64095.0,470,470
470,2014-04-17,68721.0,471,471
471,2014-04-18,75392.0,472,472
472,2014-04-19,86805.0,473,473
473,2014-04-20,88483.0,474,474
474,2014-04-21,63609.0,475,475
475,2014-04-22,58112.0,476,476
476,2014-04-23,58359.0,477,477
477,2014-04-24,50937.0,478,478
478,2014-04-25,61537.0,479,479
479,2014-04-26,85177.0,480,480
480,2014-04-27,95416.0,481,481
481,2014-04-28,57356.0,482,482
482,2014-04-29,50202.0,483,483
483,2014-04-30,53990.0,484,484
484,2014-05-01,78962.0,485,485
485,2014-05-02,64284.0,486,486
486,2014-05-03,94864.0,487,487
487,2014-05-04,101287.0,488,488
488,2014-05-05,64649.0,489,489
489,2014-05-06,57870.0,490,490
490,2014-05-07,57705.0,491,491
491,2014-05-08,49244.0,492,492
492,2014-05-09,59525.0,493,493
493,2014-05-10,95159.0,494,494
494,2014-05-11,80059.0,495,495
495,2014-05-12,62713.0,496,496
496,2014-05-13,56771.0,497,497
497,2014-05-14,52073.0,498,498
498,2014-05-15,49135.0,499,499
499,2014-05-16,58701.0,500,500
500,2014-05-17,88017.0,501,501
501,2014-05-18,104696.0,502,502
502,2014-05-19,59787.0,503,503
503,2014-05-20,50085.0,504,504
504,2014-05-21,54151.0,505,505
505,2014-05-22,48061.0,506,506
506,2014-05-23,55783.0,507,507
507,2014-05-24,88017.0,508,508
508,2014-05-25,94557.0,509,509
509,2014-05-26,57519.0,510,510
510,2014-05-27,48270.0,511,511
511,2014-05-28,50834.0,512,512
512,2014-05-29,48281.0,513,513
513,2014-05-30,59178.0,514,514
514,2014-05-31,91541.0,515,515
515,2014-06-01,114657.0,516,516
516,2014-06-02,72708.0,517,517
517,2014-06-03,62687.0,518,518
518,2014-06-04,62208.0,519,519
519,2014-06-05,53502.0,520,520
520,2014-06-06,58061.0,521,521
521,2014-06-07,90754.0,522,522
522,2014-06-08,104307.0,523,523
523,2014-06-09,63668.0,524,524
524,2014-06-10,54163.0,525,525
525,2014-06-11,55837.0,526,526
526,2014-06-12,51503.0,527,527
527,2014-06-13,63452.0,528,528
528,2014-06-14,104430.0,529,529
529,2014-06-15,76030.0,530,530
530,2014-06-16,70432.0,531,531
531,2014-06-17,59488.0,532,532
532,2014-06-18,59042.0,533,533
533,2014-06-19,55222.0,534,534
534,2014-06-20,61230.0,535,535
535,2014-06-21,92464.0,536,536
536,2014-06-22,99990.0,537,537
537,2014-06-23,60970.0,538,538
538,2014-06-24,50137.0,539,539
539,2014-06-25,53829.0,540,540
540,2014-06-26,49449.0,541,541
541,2014-06-27,59170.0,542,542
542,2014-06-28,84659.0,543,543
543,2014-06-29,92730.0,544,544
544,2014-06-30,64099.0,545,545
545,2014-07-01,151981.0,546,546
546,2014-07-02,147934.0,547,547
547,2014-07-03,123586.0,548,548
548,2014-07-04,125861.0,549,549
549,2014-07-05,178341.0,550,550
550,2014-07-06,206575.0,551,551
551,2014-07-07,132624.0,552,552
552,2014-07-08,113402.0,553,553
553,2014-07-09,114770.0,554,554
554,2014-07-10,104974.0,555,555
555,2014-07-11,113287.0,556,556
556,2014-07-12,169948.0,557,557
557,2014-07-13,169215.0,558,558
558,2014-07-14,129145.0,559,559
559,2014-07-15,117142.0,560,560
560,2014-07-16,127336.0,561,561
561,2014-07-17,106428.0,562,562
562,2014-07-18,117099.0,563,563
563,2014-07-19,165636.0,564,564
564,2014-07-20,182377.0,565,565
565,2014-07-21,131027.0,566,566
566,2014-07-22,114090.0,567,567
567,2014-07-23,115441.0,568,568
568,2014-07-24,104302.0,569,569
569,2014-07-25,122394.0,570,570
570,2014-07-26,153221.0,571,571
571,2014-07-27,172959.0,572,572
572,2014-07-28,126824.0,573,573
573,2014-07-29,109457.0,574,574
574,2014-07-30,117522.0,575,575
575,2014-07-31,110919.0,576,576
576,2014-08-01,80389.0,577,577
577,2014-08-02,94091.0,578,578
578,2014-08-03,91730.0,579,579
579,2014-08-04,66305.0,580,580
580,2014-08-05,57555.0,581,581
581,2014-08-06,55308.0,582,582
582,2014-08-07,54736.0,583,583
583,2014-08-08,62264.0,584,584
584,2014-08-09,82135.0,585,585
585,2014-08-10,78411.0,586,586
586,2014-08-11,57659.0,587,587
587,2014-08-12,49912.0,588,588
588,2014-08-13,54471.0,589,589
589,2014-08-14,51834.0,590,590
590,2014-08-15,61863.0,591,591
591,2014-08-16,88876.0,592,592
592,2014-08-17,90666.0,593,593
593,2014-08-18,62962.0,594,594
594,2014-08-19,54542.0,595,595
595,2014-08-20,56769.0,596,596
596,2014-08-21,54182.0,597,597
597,2014-08-22,61667.0,598,598
598,2014-08-23,82568.0,599,599
599,2014-08-24,82944.0,600,600
600,2014-08-25,57848.0,601,601
601,2014-08-26,50198.0,602,602
602,2014-08-27,53315.0,603,603
603,2014-08-28,48711.0,604,604
604,2014-08-29,64932.0,605,605
605,2014-08-30,94349.0,606,606
606,2014-08-31,106037.0,607,607
607,2014-09-01,172757.0,608,608
608,2014-09-02,148319.0,609,609
609,2014-09-03,146359.0,610,610
610,2014-09-04,112193.0,611,611
611,2014-09-05,125860.0,612,612
612,2014-09-06,194662.0,613,613
613,2014-09-07,231114.0,614,614
614,2014-09-08,138852.0,615,615
615,2014-09-09,117135.0,616,616
616,2014-09-10,119029.0,617,617
617,2014-09-11,98811.0,618,618
618,2014-09-12,121194.0,619,619
619,2014-09-13,179462.0,620,620
620,2014-09-14,208883.0,621,621
621,2014-09-15,134086.0,622,622
622,2014-09-16,124439.0,623,623
623,2014-09-17,121247.0,624,624
624,2014-09-18,98139.0,625,625
625,2014-09-19,119192.0,626,626
626,2014-09-20,180765.0,627,627
627,2014-09-21,210065.0,628,628
628,2014-09-22,125423.0,629,629
629,2014-09-23,116327.0,630,630
630,2014-09-24,119590.0,631,631
631,2014-09-25,99385.0,632,632
632,2014-09-26,108601.0,633,633
633,2014-09-27,177267.0,634,634
634,2014-09-28,205114.0,635,635
635,2014-09-29,126282.0,636,636
636,2014-09-30,124348.0,637,637
637,2014-10-01,153024.0,638,638
638,2014-10-02,129010.0,639,639
639,2014-10-03,142634.0,640,640
640,2014-10-04,207598.0,641,641
641,2014-10-05,227487.0,642,642
642,2014-10-06,137697.0,643,643
643,2014-10-07,121874.0,644,644
644,2014-10-08,116832.0,645,645
645,2014-10-09,108366.0,646,646
646,2014-10-10,149328.0,647,647
647,2014-10-11,165890.0,648,648
648,2014-10-12,196396.0,649,649
649,2014-10-13,131991.0,650,650
650,2014-10-14,114501.0,651,651
651,2014-10-15,121743.0,652,652
652,2014-10-16,112064.0,653,653
653,2014-10-17,119249.0,654,654
654,2014-10-18,186827.0,655,655
655,2014-10-19,221605.0,656,656
656,2014-10-20,137521.0,657,657
657,2014-10-21,115066.0,658,658
658,2014-10-22,113787.0,659,659
659,2014-10-23,102591.0,660,660
660,2014-10-24,109771.0,661,661
661,2014-10-25,169056.0,662,662
662,2014-10-26,209689.0,663,663
663,2014-10-27,123684.0,664,664
664,2014-10-28,105748.0,665,665
665,2014-10-29,108417.0,666,666
666,2014-10-30,95290.0,667,667
667,2014-10-31,115550.0,668,668
668,2014-11-01,190507.0,669,669
669,2014-11-02,157736.0,670,670
670,2014-11-03,218609.0,671,671
671,2014-11-04,147464.0,672,672
672,2014-11-05,140770.0,673,673
673,2014-11-06,120157.0,674,674
674,2014-11-07,125594.0,675,675
675,2014-11-08,185119.0,676,676
676,2014-11-09,222291.0,677,677
677,2014-11-10,128126.0,678,678
678,2014-11-11,114749.0,679,679
679,2014-11-12,117279.0,680,680
680,2014-11-13,95826.0,681,681
681,2014-11-14,116254.0,682,682
682,2014-11-15,178048.0,683,683
683,2014-11-16,227067.0,684,684
684,2014-11-17,135478.0,685,685
685,2014-11-18,116131.0,686,686
686,2014-11-19,112524.0,687,687
687,2014-11-20,106837.0,688,688
688,2014-11-21,119104.0,689,689
689,2014-11-22,171219.0,690,690
690,2014-11-23,210661.0,691,691
691,2014-11-24,130434.0,692,692
692,2014-11-25,111090.0,693,693
693,2014-11-26,110373.0,694,694
694,2014-11-27,98746.0,695,695
695,2014-11-28,117069.0,696,696
696,2014-11-29,188334.0,697,697
697,2014-11-30,235518.0,698,698
698,2014-12-01,173576.0,699,699
699,2014-12-02,150309.0,700,700
700,2014-12-03,139015.0,701,701
701,2014-12-04,117265.0,702,702
702,2014-12-05,133763.0,703,703
703,2014-12-06,181876.0,704,704
704,2014-12-07,228774.0,705,705
705,2014-12-08,156317.0,706,706
706,2014-12-09,130833.0,707,707
707,2014-12-10,128255.0,708,708
708,2014-12-11,116490.0,709,709
709,2014-12-12,124825.0,710,710
710,2014-12-13,182818.0,711,711
711,2014-12-14,225581.0,712,712
712,2014-12-15,163435.0,713,713
713,2014-12-16,153062.0,714,714
714,2014-12-17,141511.0,715,715
715,2014-12-18,130685.0,716,716
716,2014-12-19,141834.0,717,717
717,2014-12-20,177888.0,718,718
718,2014-12-21,205947.0,719,719
719,2014-12-22,172501.0,720,720
720,2014-12-23,176570.0,721,721
721,2014-12-24,170693.0,722,722
722,2014-12-26,190032.0,723,723
723,2014-12-27,159451.0,724,724
724,2014-12-28,156768.0,725,725
725,2014-12-29,160240.0,726,726
726,2014-12-30,187782.0,727,727
727,2014-12-31,174464.0,728,728
728,2015-01-01,3528.0,729,729
729,2015-01-02,111353.0,730,730
730,2015-01-03,110296.0,731,731
731,2015-01-04,122463.0,732,732
732,2015-01-05,88624.0,733,733
733,2015-01-06,73243.0,734,734
734,2015-01-07,73468.0,735,735
735,2015-01-08,66253.0,736,736
736,2015-01-09,69734.0,737,737
737,2015-01-10,98179.0,738,738
738,2015-01-11,123002.0,739,739
739,2015-01-12,72239.0,740,740
740,2015-01-13,63328.0,741,741
741,2015-01-14,66153.0,742,742
742,2015-01-15,60565.0,743,743
743,2015-01-16,70884.0,744,744
744,2015-01-17,105951.0,745,745
745,2015-01-18,112461.0,746,746
746,2015-01-19,70342.0,747,747
747,2015-01-20,58100.0,748,748
748,2015-01-21,61233.0,749,749
749,2015-01-22,54953.0,750,750
750,2015-01-23,63469.0,751,751
751,2015-01-24,96166.0,752,752
752,2015-01-25,105923.0,753,753
753,2015-01-26,60931.0,754,754
754,2015-01-27,52079.0,755,755
755,2015-01-28,58011.0,756,756
756,2015-01-29,50044.0,757,757
757,2015-01-30,68934.0,758,758
758,2015-01-31,105212.0,759,759
759,2015-02-01,123239.0,760,760
760,2015-02-02,74256.0,761,761
761,2015-02-03,71036.0,762,762
762,2015-02-04,64450.0,763,763
763,2015-02-05,62577.0,764,764
764,2015-02-06,72859.0,765,765
765,2015-02-07,97983.0,766,766
766,2015-02-08,94395.0,767,767
767,2015-02-09,64997.0,768,768
768,2015-02-10,60081.0,769,769
769,2015-02-11,60369.0,770,770
770,2015-02-12,63431.0,771,771
771,2015-02-13,86290.0,772,772
772,2015-02-14,103490.0,773,773
773,2015-02-15,74875.0,774,774
774,2015-02-16,75002.0,775,775
775,2015-02-17,81193.0,776,776
